BUHDLLX4, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
BUHDLLX6, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
BUHDLLX8, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
CAGHDLLX0, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
CAGHDLLX1, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
CAGHDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
CAGHDLLX4, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
DECAP10HDLL, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
DECAP15HDLL, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
DECAP25HDLL, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
DECAP3HDLL, 1.6800, 4.4800, {0.0000 -0.4000} {1.6800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {1.6800 4.4800} {1.6800 0.0000}
DECAP5HDLL, 2.8000, 4.4800, {0.0000 -0.4000} {2.8000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {2.8000 4.4800} {2.8000 0.0000}
DECAP7HDLL, 3.9200, 4.4800, {0.0000 -0.4000} {3.9200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {3.9200 4.4800} {3.9200 0.0000}
DFFHDLLX0, 12.8800, 4.4800, {0.0000 -0.4000} {12.8800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {12.8800 4.4800} {12.8800 0.0000}
DFFHDLLX1, 12.8800, 4.4800, {0.0000 -0.4000} {12.8800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {12.8800 4.4800} {12.8800 0.0000}
DFFHDLLX2, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
DFFHDLLX4, 16.8000, 4.4800, {0.0000 -0.4000} {16.8000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {16.8000 4.4800} {16.8000 0.0000}
DFFQHDLLX0, 11.7600, 4.4800, {0.0000 -0.4000} {11.7600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {11.7600 4.4800} {11.7600 0.0000}
DFFQHDLLX1, 11.7600, 4.4800, {0.0000 -0.4000} {11.7600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {11.7600 4.4800} {11.7600 0.0000}
DFFQHDLLX2, 12.3200, 4.4800, {0.0000 -0.4000} {12.3200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {12.3200 4.4800} {12.3200 0.0000}
DFFQHDLLX4, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
DFFRHDLLX0, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
DFFRHDLLX1, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
DFFRHDLLX2, 15.1200, 4.4800, {0.0000 -0.4000} {15.1200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {15.1200 4.4800} {15.1200 0.0000}
DFFRHDLLX4, 18.4800, 4.4800, {0.0000 -0.4000} {18.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {18.4800 4.4800} {18.4800 0.0000}
DFFRQHDLLX0, 12.8800, 4.4800, {0.0000 -0.4000} {12.8800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {12.8800 4.4800} {12.8800 0.0000}
DFFRQHDLLX1, 12.8800, 4.4800, {0.0000 -0.4000} {12.8800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {12.8800 4.4800} {12.8800 0.0000}
DFFRQHDLLX2, 14.0000, 4.4800, {0.0000 -0.4000} {14.0000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {14.0000 4.4800} {14.0000 0.0000}
